"Fecha Hora (YYYY-MM-DD HH:MM)","Velocidad de viento en 20.0 metros [mean,m/s]","Velocidad de viento en 20.0 metros [max,m/s]","Velocidad de viento en 20.0 metros [sig,m/s]","Velocidad de viento en 10.0 metros [mean,m/s]","Velocidad de viento en 10.0 metros [max,m/s]","Velocidad de viento en 10.0 metros [sig,m/s]","Dirección del viento en 10.0 metros [mean,grados]","Dirección del viento en 10.0 metros [sig,grados]","Humedad Relativa [mean,%]","Temperatura [mean,C]","Presión Atmosférica [mean,hPa]"
"2010-02-17 09:40",2.30,3.60,0.50,2.20,3.60,0.60,67.00,24.00,70.0,21.05,928.00
"2010-02-17 09:50",2.70,5.60,1.20,2.50,5.20,1.20,32.00,132.00,69.0,21.45,928.00
"2010-02-17 10:00",3.70,5.70,0.70,3.80,6.40,0.70,249.00,15.00,67.0,21.25,928.00
"2010-02-17 10:10",4.70,5.90,0.60,4.50,6.30,0.50,255.00,11.00,67.0,21.05,928.00
"2010-02-17 10:20",4.80,6.40,0.60,4.60,6.10,0.60,261.00,10.00,67.0,20.85,928.00
"2010-02-17 10:30",5.10,6.70,0.60,4.90,6.00,0.50,252.00,11.00,66.0,20.75,928.00
"2010-02-17 10:40",5.50,7.40,0.50,5.30,6.70,0.50,260.00,9.00,66.0,20.75,928.00
"2010-02-17 10:50",5.80,7.30,0.50,5.60,7.30,0.50,263.00,10.00,66.0,20.45,928.00
"2010-02-17 11:00",6.30,8.50,0.50,6.00,7.70,0.60,261.00,10.00,66.0,20.35,928.00
"2010-02-17 11:10",6.50,9.10,0.60,6.10,8.00,0.60,262.00,9.00,67.0,20.25,928.00
"2010-02-17 11:20",6.80,8.70,0.60,6.60,8.50,0.60,263.00,11.00,67.0,20.55,928.00
"2010-02-17 11:30",7.00,8.40,0.60,6.60,8.50,0.60,268.00,9.00,67.0,20.25,928.00
"2010-02-17 11:40",7.40,9.00,0.70,7.10,9.00,0.70,262.00,10.00,67.0,20.45,928.00
"2010-02-17 11:50",7.50,9.00,0.60,7.20,8.80,0.70,260.00,9.00,67.0,20.15,928.00
"2010-02-17 12:00",7.80,9.50,0.60,7.40,9.10,0.70,261.00,10.00,68.0,20.25,927.00
"2010-02-17 12:10",7.70,9.40,0.60,7.30,9.00,0.70,263.00,10.00,68.0,20.05,927.00
"2010-02-17 12:20",7.90,10.20,0.80,7.50,10.50,0.90,266.00,11.00,68.0,20.15,927.00
"2010-02-17 12:30",8.40,10.70,0.80,7.90,10.30,0.90,263.00,9.00,68.0,20.45,927.00
"2010-02-17 12:40",8.80,10.60,0.70,8.30,10.30,0.80,260.00,9.00,66.0,20.45,927.00
"2010-02-17 12:50",9.20,11.10,0.70,8.70,11.10,0.80,264.00,11.00,69.0,20.25,927.00
"2010-02-17 13:00",9.40,11.40,0.60,8.90,10.60,0.60,260.00,9.00,68.0,20.45,927.00
"2010-02-17 13:10",9.20,11.50,0.70,8.70,11.10,0.80,261.00,9.00,68.0,20.35,927.00
"2010-02-17 13:20",9.00,11.20,0.80,8.50,10.30,0.80,260.00,10.00,67.0,20.75,927.00
"2010-02-17 13:30",9.40,11.60,0.70,9.00,11.60,0.70,258.00,8.00,67.0,20.65,927.00
"2010-02-17 13:40",9.60,11.50,0.80,9.10,11.10,0.90,258.00,9.00,67.0,20.35,927.00
"2010-02-17 13:50",9.60,11.20,0.60,9.20,11.20,0.70,256.00,10.00,68.0,20.45,927.00
"2010-02-17 14:00",9.80,11.90,0.70,9.40,11.80,0.80,258.00,9.00,67.0,20.35,927.00
"2010-02-17 14:10",9.90,11.60,0.80,9.40,11.40,0.90,260.00,11.00,67.0,20.25,927.00
"2010-02-17 14:20",10.50,12.80,0.70,9.90,12.50,0.80,260.00,8.00,68.0,20.25,927.00
"2010-02-17 14:30",10.60,13.60,0.70,10.00,12.10,0.80,260.00,8.00,68.0,20.05,927.00
"2010-02-17 14:40",10.20,12.70,1.00,9.70,11.80,1.00,259.00,10.00,68.0,19.95,927.00
"2010-02-17 14:50",10.40,12.90,0.80,9.90,12.60,0.80,259.00,8.00,69.0,19.75,926.00
"2010-02-17 15:00",10.30,12.40,0.70,9.90,12.50,0.80,262.00,9.00,68.0,19.75,926.00
"2010-02-17 15:10",9.80,11.80,0.80,9.20,11.30,0.80,258.00,9.00,69.0,19.65,927.00
"2010-02-17 15:20",9.40,11.80,0.80,9.00,10.80,0.80,258.00,12.00,68.0,19.65,926.00
"2010-02-17 15:30",9.40,11.60,0.80,8.90,11.80,0.90,259.00,11.00,69.0,19.55,926.00
"2010-02-17 15:40",9.20,11.00,0.70,8.80,11.20,0.70,257.00,11.00,69.0,19.55,926.00
"2010-02-17 15:50",9.40,11.70,0.80,8.80,11.00,0.80,261.00,9.00,69.0,19.55,926.00
"2010-02-17 16:00",9.40,12.20,0.90,9.00,11.00,0.90,259.00,9.00,70.0,19.45,926.00
"2010-02-17 16:10",9.30,11.50,0.90,8.80,11.00,0.90,261.00,9.00,70.0,19.25,926.00
"2010-02-17 16:20",9.20,11.70,0.80,8.60,10.90,0.90,260.00,10.00,71.0,19.05,926.00
"2010-02-17 16:30",8.90,10.90,0.90,8.40,10.60,1.00,260.00,10.00,71.0,19.25,927.00
"2010-02-17 16:40",8.60,11.20,0.80,8.10,10.30,0.90,260.00,10.00,72.0,19.25,927.00
"2010-02-17 16:50",8.50,10.60,0.70,8.00,9.70,0.70,262.00,8.00,72.0,19.05,927.00
"2010-02-17 17:00",8.20,10.30,0.60,7.70,9.30,0.80,264.00,9.00,72.0,18.85,927.00
"2010-02-17 17:10",8.60,10.20,0.60,8.20,9.90,0.60,262.00,8.00,72.0,18.75,927.00
"2010-02-17 17:20",8.70,10.10,0.50,8.30,9.90,0.60,261.00,9.00,73.0,18.55,927.00
"2010-02-17 17:30",9.10,10.40,0.50,8.70,10.00,0.60,259.00,8.00,73.0,18.65,926.00
"2010-02-17 17:40",9.60,10.80,0.50,9.10,10.70,0.60,258.00,8.00,72.0,18.35,926.00
"2010-02-17 17:50",10.00,11.70,0.60,9.50,11.10,0.60,258.00,10.00,72.0,18.25,926.00
"2010-02-17 18:00",10.20,11.20,0.40,9.60,10.90,0.50,259.00,7.00,73.0,18.05,926.00
"2010-02-17 18:10",9.70,11.10,0.50,9.10,10.30,0.60,257.00,8.00,73.0,18.05,926.00
"2010-02-17 18:20",9.40,10.40,0.40,8.80,9.90,0.50,259.00,7.00,74.0,17.95,926.00
"2010-02-17 18:30",9.00,10.00,0.40,8.50,9.60,0.50,260.00,8.00,74.0,17.85,926.00
"2010-02-17 18:40",8.90,9.70,0.40,8.40,9.50,0.50,261.00,8.00,74.0,17.85,926.00
"2010-02-17 18:50",8.10,9.10,0.50,7.60,8.90,0.50,258.00,8.00,75.0,17.55,927.00
"2010-02-17 19:00",7.30,8.30,0.50,6.90,8.10,0.50,252.00,8.00,75.0,17.35,927.00
"2010-02-17 19:10",6.30,7.40,0.40,5.90,7.00,0.40,261.00,9.00,76.0,17.25,927.00
"2010-02-17 19:20",5.40,6.00,0.20,5.00,5.60,0.30,270.00,11.00,76.0,16.95,927.00
"2010-02-17 19:30",5.60,6.20,0.20,5.40,5.90,0.20,284.00,4.00,78.0,16.75,927.00
"2010-02-17 19:40",5.80,6.30,0.20,5.40,6.10,0.30,282.00,7.00,79.0,16.65,928.00
"2010-02-17 19:50",5.90,6.40,0.20,5.50,6.00,0.20,273.00,8.00,80.0,16.65,928.00
"2010-02-17 20:00",5.70,6.20,0.20,5.30,5.70,0.20,264.00,12.00,80.0,16.65,928.00
"2010-02-17 20:10",5.00,5.80,0.20,4.60,5.30,0.30,264.00,12.00,81.0,16.65,928.00
"2010-02-17 20:20",5.10,5.80,0.20,4.70,5.20,0.30,269.00,9.00,82.0,16.65,928.00
"2010-02-17 20:30",4.60,5.30,0.30,4.20,4.80,0.20,261.00,11.00,83.0,16.85,928.00
"2010-02-17 20:40",4.50,5.00,0.10,4.20,4.70,0.10,248.00,4.00,83.0,16.85,928.00
"2010-02-17 20:50",3.50,4.40,0.40,3.10,4.00,0.50,243.00,5.00,83.0,16.95,928.00
"2010-02-17 21:00",2.80,3.20,0.10,2.40,3.10,0.20,260.00,13.00,84.0,16.85,928.00
"2010-02-17 21:10",3.00,3.60,0.20,2.70,3.40,0.20,256.00,18.00,84.0,16.75,929.00
"2010-02-17 21:20",3.10,3.90,0.40,2.60,3.70,0.40,230.00,14.00,84.0,17.05,929.00
"2010-02-17 21:30",2.30,3.60,0.70,1.80,3.00,0.60,222.00,16.00,84.0,17.45,929.00
"2010-02-17 21:40",1.70,2.30,0.30,1.60,2.20,0.30,220.00,7.00,84.0,17.55,929.00
"2010-02-17 21:50",1.20,1.60,0.20,1.30,1.80,0.20,214.00,0.00,83.0,17.95,929.00
"2010-02-17 22:00",1.10,1.70,0.20,1.40,2.10,0.20,214.00,0.00,83.0,17.95,929.00
"2010-02-17 22:10",1.80,2.20,0.20,2.00,2.60,0.30,195.00,4.00,82.0,18.15,929.00
"2010-02-17 22:20",1.90,2.10,0.10,1.50,1.80,0.20,190.00,1.00,81.0,18.15,929.00
"2010-02-17 22:30",1.50,2.10,0.20,1.30,1.80,0.20,190.00,1.00,81.0,17.95,929.00
"2010-02-17 22:40",2.30,3.10,0.30,1.80,2.40,0.30,173.00,40.00,80.0,17.95,929.00
"2010-02-17 22:50",3.50,4.30,0.40,2.80,3.70,0.30,83.00,9.00,80.0,18.05,929.00
"2010-02-17 23:00",3.60,4.60,0.30,2.70,4.20,0.60,95.00,13.00,79.0,18.15,929.00
"2010-02-17 23:10",3.30,4.30,0.30,2.40,3.50,0.50,98.00,12.00,79.0,18.35,929.00
"2010-02-17 23:20",3.30,4.00,0.30,2.00,3.20,0.40,101.00,8.00,78.0,18.55,929.00
"2010-02-17 23:30",4.30,5.10,0.40,2.40,4.00,0.40,104.00,7.00,77.0,18.55,929.00
"2010-02-17 23:40",3.90,5.10,0.40,3.40,5.30,0.60,83.00,11.00,77.0,18.75,928.00
"2010-02-17 23:50",3.20,4.10,0.30,2.40,3.50,0.50,94.00,7.00,76.0,18.85,928.00
"2010-02-18 00:00",3.10,4.20,0.30,2.30,3.80,0.50,95.00,11.00,76.0,18.85,928.00
"2010-02-18 00:10",2.90,4.30,0.50,2.10,3.90,0.60,96.00,10.00,75.0,18.85,928.00
"2010-02-18 00:20",2.60,3.40,0.40,2.00,3.90,0.60,91.00,12.00,75.0,18.85,928.00
"2010-02-18 00:30",2.30,3.30,0.40,2.10,3.00,0.30,70.00,9.00,74.0,18.85,928.00
"2010-02-18 00:40",2.40,3.30,0.40,2.20,3.10,0.40,75.00,11.00,74.0,18.75,928.00
"2010-02-18 00:50",1.50,2.60,0.30,1.20,2.10,0.40,67.00,12.00,74.0,18.85,928.00
"2010-02-18 01:00",0.80,1.40,0.20,0.30,0.70,0.20,114.00,3.00,73.0,18.75,928.00
"2010-02-18 01:10",1.40,2.10,0.30,1.30,2.80,0.80,132.00,18.00,73.0,18.45,928.00
"2010-02-18 01:20",2.20,3.10,0.30,2.80,3.70,0.40,156.00,5.00,73.0,18.25,928.00
"2010-02-18 01:30",1.90,2.70,0.30,2.50,3.70,0.30,154.00,17.00,74.0,18.25,928.00
"2010-02-18 01:40",1.90,2.80,0.30,2.60,3.40,0.30,163.00,17.00,73.0,18.35,928.00
"2010-02-18 01:50",1.50,2.10,0.30,1.90,2.60,0.20,150.00,17.00,73.0,18.35,927.00
"2010-02-18 02:00",0.90,1.60,0.30,0.70,1.90,0.40,85.00,26.00,73.0,18.45,928.00
"2010-02-18 02:10",1.10,2.20,0.50,1.40,2.60,0.80,125.00,31.00,73.0,18.25,927.00
"2010-02-18 02:20",1.30,2.30,0.40,1.30,2.30,0.50,108.00,34.00,74.0,18.15,927.00
"2010-02-18 02:30",2.30,4.40,0.70,2.00,3.30,0.50,59.00,9.00,74.0,18.05,927.00
"2010-02-18 02:40",4.70,5.40,0.20,4.30,5.20,0.30,85.00,6.00,73.0,17.95,927.00
"2010-02-18 02:50",4.70,5.20,0.20,4.10,5.20,0.50,91.00,5.00,74.0,18.35,927.00
"2010-02-18 03:00",4.20,5.30,0.50,3.10,4.80,0.50,94.00,8.00,73.0,18.45,927.00
"2010-02-18 03:10",2.50,3.80,0.60,2.30,3.90,0.60,137.00,23.00,73.0,18.45,927.00
"2010-02-18 03:20",1.50,2.60,0.60,1.10,2.10,0.40,67.00,26.00,73.0,18.05,927.00
"2010-02-18 03:30",1.40,3.40,0.70,1.30,3.30,0.80,119.00,44.00,73.0,18.15,927.00
"2010-02-18 03:40",2.00,3.70,0.70,2.20,4.00,0.70,144.00,15.00,74.0,18.15,926.00
"2010-02-18 03:50",0.90,1.90,0.30,0.90,1.70,0.50,150.00,30.00,73.0,18.45,927.00
"2010-02-18 04:00",1.10,2.20,0.40,1.30,2.10,0.30,329.00,62.00,74.0,18.45,926.00
"2010-02-18 04:10",1.70,3.80,0.70,2.10,3.60,0.60,190.00,22.00,73.0,18.25,926.00
"2010-02-18 04:20",1.80,3.60,0.80,1.90,3.60,0.70,163.00,11.00,73.0,18.25,926.00
"2010-02-18 04:30",3.00,5.10,0.90,3.20,5.20,1.10,171.00,13.00,74.0,18.05,926.00
"2010-02-18 04:40",3.20,5.50,0.80,3.50,5.90,1.00,170.00,16.00,74.0,17.75,926.00
"2010-02-18 04:50",2.50,5.60,1.30,2.50,5.80,1.20,170.00,12.00,73.0,17.75,926.00
"2010-02-18 05:00",1.80,4.30,0.90,1.90,4.80,0.80,172.00,16.00,74.0,17.75,926.00
"2010-02-18 05:10",1.30,3.30,0.80,2.00,3.70,0.50,186.00,9.00,74.0,17.75,926.00
"2010-02-18 05:20",3.10,5.60,1.00,3.20,5.60,0.90,180.00,10.00,74.0,17.85,926.00
"2010-02-18 05:30",4.00,5.90,0.80,3.90,6.00,0.90,175.00,7.00,74.0,17.55,926.00
"2010-02-18 05:40",4.10,6.10,1.10,3.90,7.60,1.40,172.00,16.00,75.0,17.55,927.00
"2010-02-18 05:50",3.40,6.20,1.10,3.70,6.80,1.40,170.00,10.00,74.0,17.65,927.00
"2010-02-18 06:00",4.00,6.40,1.20,4.30,7.20,1.60,175.00,15.00,74.0,17.95,927.00
"2010-02-18 06:10",5.00,6.50,0.80,5.30,6.90,0.80,171.00,7.00,74.0,17.55,927.00
"2010-02-18 06:20",4.80,6.90,1.00,4.80,6.50,0.90,171.00,6.00,76.0,17.35,927.00
"2010-02-18 06:30",5.30,7.00,1.00,5.30,7.50,1.20,166.00,13.00,75.0,17.25,927.00
"2010-02-18 06:40",3.80,5.70,0.90,3.90,6.20,0.90,166.00,12.00,77.0,17.55,927.00
"2010-02-18 06:50",3.50,6.00,0.90,3.50,6.10,1.10,162.00,15.00,76.0,17.85,927.00
"2010-02-18 07:00",4.90,7.00,1.00,4.60,7.60,1.30,174.00,9.00,75.0,17.85,927.00
"2010-02-18 07:10",3.50,6.10,1.00,3.70,6.00,1.10,168.00,12.00,76.0,17.45,927.00
"2010-02-18 07:20",2.70,5.30,0.70,2.50,4.80,0.70,167.00,14.00,77.0,17.85,927.00
"2010-02-18 07:30",3.10,4.90,0.80,3.10,5.30,1.20,150.00,30.00,76.0,18.05,928.00
"2010-02-18 07:40",3.50,5.00,0.50,2.70,5.00,0.90,100.00,16.00,76.0,18.35,928.00
"2010-02-18 07:50",4.50,5.70,0.50,3.80,5.70,0.80,90.00,12.00,75.0,19.05,928.00
"2010-02-18 08:00",4.30,6.10,0.70,3.80,5.80,0.90,84.00,14.00,75.0,19.35,928.00
"2010-02-18 08:10",4.30,5.80,0.60,4.00,5.60,0.70,70.00,13.00,73.0,19.45,928.00
"2010-02-18 08:20",4.50,6.00,0.50,4.30,6.00,0.50,73.00,9.00,74.0,19.35,928.00
"2010-02-18 08:30",3.70,5.50,0.60,3.60,5.50,0.60,70.00,11.00,72.0,19.75,928.00
"2010-02-18 08:40",2.80,4.30,0.40,2.90,4.00,0.40,55.00,12.00,71.0,19.95,928.00
"2010-02-18 08:50",2.30,3.30,0.50,2.10,3.30,0.50,69.00,17.00,70.0,20.05,928.00
"2010-02-18 09:00",2.60,3.90,0.50,2.50,3.50,0.50,68.00,16.00,69.0,20.55,928.00
"2010-02-18 09:10",2.30,3.70,0.60,2.00,3.30,0.60,82.00,24.00,68.0,21.25,928.00
"2010-02-18 09:20",1.80,3.50,0.70,1.80,3.10,0.50,72.00,22.00,67.0,21.95,928.00
"2010-02-18 09:30",3.10,5.30,1.20,3.10,5.40,1.30,210.00,94.00,65.0,22.85,928.00
"2010-02-18 09:40",4.10,5.60,0.60,4.10,5.50,0.50,254.00,10.00,62.0,21.95,928.00
"2010-02-18 09:50",4.00,5.60,0.50,4.00,5.20,0.40,262.00,9.00,62.0,21.05,928.00
"2010-02-18 10:00",4.20,5.40,0.50,4.20,5.40,0.40,260.00,11.00,63.0,20.75,928.00
"2010-02-18 10:10",4.30,5.40,0.40,4.20,5.50,0.40,261.00,10.00,64.0,20.85,928.00
"2010-02-18 10:20",5.20,6.70,0.60,5.00,6.50,0.50,259.00,9.00,64.0,20.85,928.00
"2010-02-18 10:30",5.90,7.70,0.60,5.60,7.40,0.50,263.00,10.00,63.0,20.65,928.00
"2010-02-18 10:40",6.40,8.00,0.60,6.10,7.60,0.60,266.00,11.00,64.0,20.35,928.00
"2010-02-18 10:50",6.50,8.10,0.50,6.20,7.80,0.50,268.00,11.00,65.0,20.35,928.00
"2010-02-18 11:00",6.90,8.40,0.50,6.60,8.60,0.60,266.00,11.00,66.0,20.15,928.00
"2010-02-18 11:10",7.00,8.60,0.60,6.60,8.40,0.60,267.00,11.00,66.0,19.95,928.00
"2010-02-18 11:20",7.00,8.70,0.60,6.80,8.50,0.60,261.00,8.00,65.0,20.15,928.00
"2010-02-18 11:30",7.30,8.90,0.60,7.00,8.50,0.50,265.00,8.00,66.0,19.75,928.00
"2010-02-18 11:40",7.20,8.80,0.50,6.90,8.30,0.60,262.00,9.00,67.0,19.75,927.00
"2010-02-18 11:50",7.30,8.70,0.60,7.00,8.60,0.60,264.00,9.00,67.0,19.65,927.00
"2010-02-18 12:00",7.00,8.90,0.70,6.70,9.00,0.70,264.00,10.00,68.0,19.85,927.00
"2010-02-18 12:10",6.70,8.90,0.70,6.40,8.30,0.70,264.00,12.00,68.0,20.25,927.00
"2010-02-18 12:20",6.90,8.20,0.50,6.60,8.10,0.50,264.00,11.00,68.0,20.45,927.00
"2010-02-18 12:30",7.10,8.90,0.70,6.80,8.30,0.70,258.00,9.00,68.0,20.65,927.00
"2010-02-18 12:40",7.70,9.60,0.60,7.40,8.90,0.60,262.00,10.00,66.0,20.55,927.00
"2010-02-18 12:50",8.50,10.90,0.60,8.00,10.10,0.70,263.00,10.00,66.0,20.55,927.00
"2010-02-18 13:00",8.40,10.70,0.70,8.00,10.70,0.70,263.00,10.00,68.0,19.85,927.00
"2010-02-18 13:10",8.90,11.20,0.70,8.60,11.20,0.70,266.00,9.00,67.0,19.55,927.00
"2010-02-18 13:20",9.50,11.60,0.60,9.00,10.80,0.70,266.00,9.00,67.0,19.45,926.00
"2010-02-18 13:30",9.90,11.70,0.60,9.50,11.40,0.70,267.00,10.00,69.0,19.05,926.00
"2010-02-18 13:40",10.00,12.10,0.60,9.60,11.30,0.70,265.00,8.00,69.0,19.15,926.00
"2010-02-18 13:50",10.40,12.50,0.70,9.80,11.70,0.70,268.00,9.00,70.0,18.65,926.00
"2010-02-18 14:00",10.70,12.90,0.70,10.20,12.50,0.70,271.00,9.00,71.0,18.75,926.00
"2010-02-18 14:10",11.00,13.10,0.70,10.30,12.20,0.70,267.00,9.00,73.0,18.75,925.00
"2010-02-18 14:20",11.30,13.50,0.70,10.70,12.90,0.70,266.00,9.00,73.0,18.95,926.00
"2010-02-18 14:30",11.50,13.90,0.70,10.80,12.90,0.80,265.00,10.00,72.0,18.95,925.00
"2010-02-18 14:40",11.70,13.70,0.70,11.00,12.90,0.70,267.00,9.00,74.0,18.75,925.00
"2010-02-18 14:50",12.20,14.10,0.70,11.40,13.60,0.70,266.00,8.00,74.0,18.35,925.00
"2010-02-18 15:00",12.00,14.40,0.60,11.40,13.20,0.70,264.00,8.00,75.0,18.55,925.00
"2010-02-18 15:10",12.10,14.40,0.70,11.40,13.80,0.80,261.00,9.00,76.0,18.15,925.00
"2010-02-18 15:20",12.60,14.30,0.70,11.80,13.80,0.80,263.00,9.00,76.0,18.35,925.00
"2010-02-18 15:30",12.60,14.60,0.70,12.00,13.80,0.70,261.00,8.00,77.0,18.15,925.00
"2010-02-18 15:40",12.60,14.40,0.80,12.00,13.70,0.80,258.00,8.00,78.0,18.05,925.00
"2010-02-18 15:50",12.40,14.20,0.60,11.80,13.40,0.70,258.00,8.00,78.0,17.95,925.00
"2010-02-18 16:00",12.30,14.10,0.60,11.70,13.80,0.80,257.00,8.00,77.0,18.05,924.00
"2010-02-18 16:10",12.20,14.10,0.70,11.60,13.40,0.80,261.00,8.00,77.0,17.85,925.00
"2010-02-18 16:20",12.20,14.00,0.60,11.50,13.30,0.70,261.00,8.00,78.0,18.05,924.00
"2010-02-18 16:30",11.60,13.50,0.60,11.00,12.90,0.70,258.00,8.00,78.0,17.65,924.00
"2010-02-18 16:40",11.70,13.40,0.60,11.10,13.00,0.70,261.00,8.00,78.0,17.85,924.00
"2010-02-18 16:50",11.70,13.40,0.50,11.10,12.80,0.60,260.00,8.00,78.0,17.65,925.00
"2010-02-18 17:00",11.40,13.00,0.50,10.80,12.30,0.60,259.00,7.00,79.0,17.65,925.00
"2010-02-18 17:10",11.20,12.70,0.60,10.60,12.40,0.70,260.00,7.00,78.0,17.35,925.00
"2010-02-18 17:20",11.00,12.40,0.40,10.40,11.60,0.50,260.00,8.00,79.0,17.45,925.00
"2010-02-18 17:30",11.00,12.30,0.50,10.60,11.90,0.50,262.00,7.00,79.0,17.35,925.00
"2010-02-18 17:40",11.10,12.70,0.50,10.60,11.90,0.50,263.00,8.00,80.0,17.25,925.00
"2010-02-18 17:50",11.00,12.20,0.40,10.50,11.60,0.40,260.00,7.00,81.0,17.15,925.00
"2010-02-18 18:00",10.90,11.80,0.40,10.30,11.30,0.40,259.00,7.00,82.0,16.95,925.00
"2010-02-18 18:10",10.40,11.80,0.50,10.00,11.30,0.50,261.00,7.00,84.0,16.85,925.00
"2010-02-18 18:20",9.60,11.20,0.60,9.10,11.00,0.60,263.00,8.00,84.0,16.75,925.00
"2010-02-18 18:30",8.40,10.10,0.70,7.80,9.70,0.60,266.00,9.00,86.0,16.75,925.00
"2010-02-18 18:40",7.80,9.20,0.50,7.20,9.10,0.50,266.00,8.00,87.0,16.85,925.00
"2010-02-18 18:50",7.30,9.40,0.70,6.90,9.10,0.70,265.00,10.00,88.0,16.85,926.00
"2010-02-18 19:00",7.60,9.70,0.70,7.10,8.90,0.70,257.00,11.00,88.0,16.85,926.00
"2010-02-18 19:10",7.70,9.60,0.70,7.10,9.20,0.70,251.00,11.00,89.0,16.65,926.00
"2010-02-18 19:20",6.80,8.50,0.70,6.40,8.30,0.70,245.00,8.00,90.0,16.55,926.00
"2010-02-18 19:30",6.40,7.80,0.60,6.00,7.70,0.60,245.00,6.00,90.0,16.45,926.00
"2010-02-18 19:40",6.30,7.50,0.40,5.90,7.30,0.50,242.00,6.00,91.0,16.45,926.00
"2010-02-18 19:50",5.90,7.40,0.50,5.50,6.70,0.50,244.00,12.00,91.0,16.45,927.00
"2010-02-18 20:00",6.30,7.30,0.50,6.00,7.40,0.40,248.00,8.00,92.0,16.45,927.00
"2010-02-18 20:10",6.00,7.20,0.50,5.60,6.70,0.50,249.00,8.00,92.0,16.35,927.00
"2010-02-18 20:20",5.40,6.60,0.50,5.00,6.60,0.60,248.00,12.00,92.0,16.35,927.00
"2010-02-18 20:30",4.50,5.70,0.60,4.20,5.50,0.50,239.00,15.00,92.0,16.35,927.00
"2010-02-18 20:40",3.00,3.90,0.30,2.90,3.90,0.40,239.00,25.00,93.0,16.15,928.00
"2010-02-18 20:50",2.30,3.50,0.60,2.20,3.30,0.60,227.00,8.00,93.0,16.05,927.00
"2010-02-18 21:00",0.50,1.50,0.40,0.60,1.60,0.50,223.00,0.00,93.0,15.95,928.00
"2010-02-18 21:10",1.60,2.20,0.30,1.50,2.00,0.20,245.00,138.00,93.0,15.95,928.00
"2010-02-18 21:20",2.20,2.90,0.30,1.80,2.60,0.30,85.00,13.00,93.0,16.05,928.00
"2010-02-18 21:30",2.80,3.70,0.30,2.00,3.10,0.50,103.00,10.00,94.0,16.05,928.00
"2010-02-18 21:40",3.00,4.40,0.40,2.60,4.00,0.50,82.00,10.00,94.0,16.05,928.00
"2010-02-18 21:50",3.00,3.90,0.30,2.60,3.90,0.50,86.00,11.00,93.0,16.15,928.00
"2010-02-18 22:00",2.80,3.60,0.30,2.50,3.40,0.50,83.00,14.00,94.0,16.45,928.00
"2010-02-18 22:10",3.20,4.00,0.30,2.20,3.70,0.50,98.00,8.00,93.0,16.55,928.00
"2010-02-18 22:20",3.60,4.10,0.20,2.20,3.60,0.40,106.00,7.00,93.0,16.65,928.00
"2010-02-18 22:30",3.30,4.00,0.20,2.00,3.10,0.50,103.00,7.00,93.0,16.85,928.00
"2010-02-18 22:40",2.90,3.20,0.20,2.70,3.10,0.20,81.00,8.00,93.0,16.95,929.00
"2010-02-18 22:50",2.20,2.50,0.10,2.00,2.40,0.20,83.00,6.00,93.0,17.05,928.00
"2010-02-18 23:00",2.40,2.80,0.20,2.20,2.60,0.20,73.00,5.00,93.0,17.05,928.00
"2010-02-18 23:10",2.40,2.90,0.20,2.20,2.70,0.20,61.00,7.00,93.0,17.15,928.00
"2010-02-18 23:20",2.70,3.10,0.20,2.40,2.90,0.20,66.00,5.00,93.0,17.15,928.00
"2010-02-18 23:30",1.30,2.60,0.80,1.20,2.40,0.50,104.00,41.00,93.0,17.15,928.00
"2010-02-18 23:40",1.40,2.60,0.70,1.70,2.40,0.60,222.00,63.00,92.0,16.85,928.00
"2010-02-18 23:50",2.40,2.90,0.20,2.30,2.70,0.20,280.00,16.00,93.0,16.05,928.00
"2010-02-19 00:00",2.80,3.90,0.30,2.50,3.60,0.30,283.00,8.00,94.0,15.75,928.00
"2010-02-19 00:10",2.90,3.80,0.40,2.60,3.60,0.40,283.00,9.00,94.0,15.65,928.00
"2010-02-19 00:20",1.90,2.60,0.20,1.70,2.40,0.20,269.00,26.00,94.0,15.65,928.00
"2010-02-19 00:30",1.20,1.60,0.20,1.30,1.70,0.20,250.00,41.00,94.0,15.65,928.00
"2010-02-19 00:40",1.60,2.30,0.20,1.00,1.60,0.30,226.00,4.00,94.0,15.45,928.00
"2010-02-19 00:50",2.10,2.60,0.30,1.50,2.10,0.30,168.00,76.00,95.0,15.65,928.00
"2010-02-19 01:00",2.40,3.20,0.30,1.80,2.70,0.20,55.00,5.00,94.0,16.05,928.00
"2010-02-19 01:10",2.40,2.80,0.20,1.90,2.20,0.10,60.00,6.00,94.0,16.05,928.00
"2010-02-19 01:20",1.90,2.40,0.10,1.80,2.00,0.10,60.00,6.00,95.0,16.05,928.00
"2010-02-19 01:30",2.50,3.10,0.30,2.20,2.50,0.20,62.00,8.00,94.0,16.35,928.00
"2010-02-19 01:40",3.00,3.30,0.10,2.40,2.80,0.20,60.00,5.00,94.0,16.45,927.00
"2010-02-19 01:50",3.10,3.60,0.10,2.50,2.90,0.20,63.00,6.00,94.0,16.55,927.00
"2010-02-19 02:00",3.00,3.40,0.10,2.60,3.00,0.20,67.00,6.00,94.0,16.65,927.00
"2010-02-19 02:10",3.50,4.10,0.30,2.90,3.40,0.30,71.00,4.00,94.0,16.85,927.00
"2010-02-19 02:20",3.40,4.10,0.30,2.90,3.50,0.30,71.00,5.00,94.0,16.95,927.00
